file,life_stage,adults
,,
e_marcellus10057327.jpg,-,1
,,
e_marcellus10057379.jpg,E,0
,,
e_marcellus10184505.jpg,-,1
,,
e_marcellus10251008.jpg,-,1
,,
e_marcellus10567844.jpg,-,1
,,
e_marcellus10658864.jpg,-,1
,,
e_marcellus10738245.jpg,-,1
,,
e_marcellus10775323.jpg,-,1
,,
e_marcellus10811386.jpg,-,1
,,
e_marcellus10872278.jpg,-,1
,,
e_marcellus108863.jpg,-,1
,,
e_marcellus10903438.jpg,-,1
,,
e_marcellus10904633.jpg,-,1
,,
e_marcellus11119036.jpg,-,1
,,
e_marcellus11182587.jpg,-,1
,,
e_marcellus11279656.jpg,-,1
,,
e_marcellus11294221.jpg,-,1
,,
e_marcellus11351973.jpg,-,1
,,
e_marcellus11362715.jpg,-,1
,,
e_marcellus11379036.jpg,-,1
,,
e_marcellus11532036.jpg,-,1
,,
e_marcellus11536244.jpg,-,1
,,
e_marcellus11543494.jpg,-,1
,,
e_marcellus1155948.jpg,-,1
,,
e_marcellus11560083.jpg,-,1
,,
e_marcellus11651944.jpg,-,1
,,
e_marcellus11669419.jpg,-,1
,,
e_marcellus11780851.jpg,-,1
,,
e_marcellus11819925.jpg,-,1
,,
e_marcellus11826312.jpg,-,1
,,
e_marcellus11831452.jpg,-,1
,,
e_marcellus11906629.jpg,-,1
,,
e_marcellus11961490.jpg,-,1
,,
e_marcellus11970732.jpg,-,1
,,
e_marcellus12070578.jpg,-,1
,,
e_marcellus12078685.jpg,-,1
,,
e_marcellus12086300.jpg,-,1
,,
e_marcellus12099666.jpg,-,1
,,
e_marcellus12100098.jpg,-,1
,,
e_marcellus12105162.jpg,-,1
,,
e_marcellus12108321.jpg,-,1
,,
e_marcellus12145561.jpg,-,1
,,
e_marcellus12147222.jpg,-,1
,,
e_marcellus12173836.jpg,-,1
,,
e_marcellus12212712.jpg,-,1
,,
e_marcellus12216941.jpg,-,1
,,
e_marcellus12241215.jpg,-,1
,,
e_marcellus12255652.jpg,-,1
,,
e_marcellus12257759.jpg,-,1
,,
e_marcellus12282459.jpg,-,1
,,
e_marcellus12287077.jpg,-,1
,,
e_marcellus12301264.jpg,-,1
,,
e_marcellus12322958.jpg,-,1
,,
e_marcellus12402472.jpg,-,1
,,
e_marcellus12432178.jpg,-,1
,,
e_marcellus12495916.jpg,-,1
,,
e_marcellus12559339.jpg,-,1
,,
e_marcellus12585634.jpg,-,1
,,
e_marcellus12592492.jpg,-,1
,,
e_marcellus12607171.jpg,-,1
,,
e_marcellus12683642.jpg,-,1
,,
e_marcellus12723145.jpg,-,1
,,
e_marcellus12736944.jpg,-,1
,,
e_marcellus12781494.jpg,-,1
,,
e_marcellus12807559.jpg,-,1
,,
e_marcellus12876457.jpg,-,1
,,
e_marcellus12877904.jpg,L,0
,,
e_marcellus12882399.jpg,-,1
,,
e_marcellus12909074.jpg,-,1
,,
e_marcellus12939182.jpg,-,1
,,
e_marcellus12993305.jpg,-,1
,,
e_marcellus13029215.jpg,-,1
,,
e_marcellus13036108.jpg,-,1
,,
e_marcellus13055842.jpg,-,1
,,
e_marcellus13122214.jpg,-,1
,,
e_marcellus13151711.jpg,-,1
,,
e_marcellus13157074.jpg,-,1
,,
e_marcellus13158091.jpg,-,1
,,
e_marcellus13166852.jpg,-,1
,,
e_marcellus13257423.jpg,-,1
,,
e_marcellus13271303.jpg,-,1
,,
e_marcellus13305984.jpg,-,1
,,
